ruta,tipo,estado,accion,riesgo,justificacion,owner
login_module/src/tests/test_phase6_adapter_b_readiness.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase6_go_live_toolchain.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase7a_gl_core.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase7b_intercompany_consolidation.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase8_go_live_toolchain.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase9_to_phase12_toolchain.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_provision_user.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_rbac_list_endpoints.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_seed_rbac_v01_command.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_sync_devices_list.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
modulos/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
modulos/compras/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/compras/apps.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/compras/certification_phase10.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/compras/management/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/compras/management/commands/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/compras/management/commands/certify_phase10_procurement_run.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/compras/management/commands/export_phase10_env_manifest.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/compras/management/commands/run_phase10_procurement_cycle.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/compras/management/commands/verify_phase10_go_live.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/compras/migrations/0001_initial.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/compras/migrations/0002_purchase_document_accounting_links.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/compras/migrations/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/compras/models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/compras/serializers.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/compras/services.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/compras/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/compras/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.procurement
modulos/estacion_servicios/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/apps.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/management/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/management/commands/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/management/commands/run_fuel_compensation_cycle.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/migrations/0001_initial.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/migrations/0002_uom_and_precision.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/migrations/0003_price_uom_and_field_renames.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/migrations/0004_backfill_entered_fields_and_enforce_not_null.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/migrations/0005_amounts_dual_entered_and_canonical.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/migrations/0006_fuel_uom_preference_unified.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/migrations/0007_alter_fueluompreference_user_related_name.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/migrations/0008_fuelsale_billing_and_inventory_links.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/migrations/0009_fuelsale_compensation_state.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/migrations/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/serializers.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/services.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/estacion_servicios/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.fuel
modulos/facturacion/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/apps.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/certification.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/certification_phase9.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/fiscal_adapters.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/management/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/management/commands/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/management/commands/certify_adapter_b_provider_run.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/management/commands/certify_adapter_b_run.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/management/commands/compare_phase6_env_manifests.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/management/commands/compare_phase9_env_manifests.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/management/commands/export_phase6_env_manifest.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/management/commands/export_phase9_env_manifest.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/management/commands/process_fiscal_print_jobs.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/management/commands/retry_fiscal_print_job.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/management/commands/run_adapter_b_cycle.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/management/commands/run_adapter_b_provider_cycle.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/management/commands/set_branch_fiscal_mode.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/management/commands/test_adapter_b_provider.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/management/commands/verify_phase6_go_live.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/management/commands/verify_phase9_go_live.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/migrations/0001_initial.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/migrations/0002_phase6_adapter_b.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/migrations/0003_accounting_links.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/migrations/0004_billingdocument_source_refs.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/migrations/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/serializers.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/services.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/tests/test_billing_accounting_integration.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/urls_legacy.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/facturacion/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.billing
modulos/inventarios/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.inventory
modulos/inventarios/apps.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.inventory
modulos/inventarios/migrations/0001_initial.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.inventory
modulos/inventarios/migrations/0002_stockmovement_accounting_links.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.inventory
modulos/inventarios/migrations/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.inventory
modulos/inventarios/models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.inventory
modulos/inventarios/serializers.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.inventory
modulos/inventarios/services.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.inventory
modulos/inventarios/tests/test_inventory_accounting_integration.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.inventory
modulos/inventarios/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.inventory
modulos/inventarios/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.inventory
qa/NPM_AUDIT_EXCEPTION_POLICY.md,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/README.md,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/RISK_REGISTER.md,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/coverage_by_domain.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/emit_run_manifest.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/k6/README.md,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/k6/auth_load_simulation.js,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/k6/auth_smoke.js,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/k6/auth_stress.js,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/k6/operational_posting_load.js,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/mypy_baseline.txt,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/mypy_baseline_guard.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/phase10_cycle.cron.example,soporte,activo,KEEP,bajo,archivo de soporte no generado,owner.qa
qa/phase11_cycle.cron.example,soporte,activo,KEEP,bajo,archivo de soporte no generado,owner.qa
qa/phase12_cycle.cron.example,soporte,activo,KEEP,bajo,archivo de soporte no generado,owner.qa
qa/phase8_burnin.cron.example,soporte,activo,KEEP,bajo,archivo de soporte no generado,owner.qa
qa/phase8_work_calendar.example.json,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/phase9_cycle.cron.example,soporte,activo,KEEP,bajo,archivo de soporte no generado,owner.qa
qa/repo_comment_audit.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/repo_hygiene_guard.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/repo_hygiene_inventory.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/reset_phase8_window.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/run_bug_bounty_local.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/run_master_f1_f12_closure.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/run_operational_go_live.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/run_operational_hygiene_checks.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/run_operational_performance_gate.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/run_operational_pilot_rollout.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/run_phase10_go_live.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/run_phase11_go_live.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/run_phase12_go_live.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/run_phase8_burnin_daily.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/run_phase8_calendar_guard.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/run_phase8_go_live.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/run_phase8_live_tick.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/run_phase9_go_live.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/run_post_f8_phases.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/run_qa_ci.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/static_scan_backend.sh,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
qa/wait_backend_ready.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.qa
